index,prompt_case,dataset,folder,scenario_idx,track_id,start,end,key_agents,path_relationship,turn_label,priority_label,lane_change_type,lane_change_time,lane_change_time_index,lane_change_end_time,lane_change_end_time_index,type_flag_init
2302,mp2,waymo_train,waymo_500-799,81625,224;229;ego,22,32,224;ego,MP,S-S,229,HV_front,39,27,53,41,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2303,mp2,waymo_train,waymo_500-799,28813,620;621;ego,2,9,621;ego,MP,S-S,621,HV_front,0,0,17,17,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2304,mp2,waymo_train,waymo_500-799,81685,475;ego,0,10,475;ego,MP,S-S,ego,HV_front,0,0,16,16,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2305,mp2,waymo_train,waymo_500-799,81842,1312;1315;ego,5,11,1312;ego,MP,S-S,1315,HV_front,19,19,31,31,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2306,mp2,waymo_train,waymo_500-799,81842,1312;ego,0,27,1312;ego,MP,S-S,ego,HV_front,19,19,31,31,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2307,mp2,waymo_train,waymo_500-799,81744,779;780;ego,25,31,779;ego,MP,S-S,779,HV_front,38,23,46,31,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2308,mp2,waymo_train,waymo_500-799,81744,779;ego,32,50,779;ego,MP,S-S,779,HV_front,38,16,46,24,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2309,mp2,waymo_train,waymo_500-799,81810,3228;ego,0,9,3228;ego,MP,S-S,ego,HV_front,0,0,11,11,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2310,mp2,waymo_train,waymo_500-799,81878,1876;ego,32,48,1876;ego,MP,S-S,ego,HV_front,35,13,51,29,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2311,mp2,waymo_train,waymo_500-799,81905,2566;ego,0,10,2566;ego,MP,R-S,ego,HV_front,11,11,13,13,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2312,mp2,waymo_train,waymo_500-799,2903,2232;ego,34,53,2232;ego,MP,S-S,ego,HV_front,41,17,57,33,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2313,mp2,waymo_train,waymo_500-799,2903,2228;2232;ego,27,38,2232;ego,MP,S-S,2232,HV_front,41,24,57,40,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2314,mp2,waymo_train,waymo_500-799,81963,1166;ego,18,49,1166;ego,MP,S-S,ego,HV_front,39,31,58,50,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2315,mp1,waymo_train,waymo_500-799,82079,603;611;ego,40,46,611;ego,MP,S-S,603,AV_back,32,2,55,25,"ego在HV右侧车道, HV直行, ego在其右后方, 向左变道到HV所在车道."
2316,mp1,waymo_train,waymo_500-799,82079,611;ego,35,39,611;ego,MP,S-S,611,AV_back,32,7,55,30,"ego在HV右侧车道, HV直行, ego在其右后方, 向左变道到HV所在车道."
2317,mp2,waymo_train,waymo_500-799,29181,1135;ego,36,62,1135;ego,MP,S-S,ego,HV_front,26,0,39,13,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2318,mp2,waymo_train,waymo_500-799,29403,236;ego,35,58,236;ego,MP,S-S,ego,HV_front,46,21,62,37,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2319,mp2,waymo_train,waymo_500-799,29468,2509;ego,26,46,2509;ego,MP,S-S,equal,HV_front,31,15,32,16,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2320,mp2,waymo_train,waymo_500-799,29468,2509;2512;ego,17,25,2509;ego,MP,S-S,equal,HV_front,31,24,32,25,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2321,mp2,waymo_train,waymo_500-799,29521,1513;ego,0,7,1513;ego,MP,S-S,ego,HV_front,0,0,9,9,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2322,mp2,waymo_train,waymo_500-799,29528,3012;ego,38,44,3012;ego,MP,S-S,ego,HV_front,28,0,48,20,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2323,mp1,waymo_train,waymo_500-799,82487,21;ego,18,32,21;ego,MP,S-S,21,AV_back,20,12,47,39,"ego在HV右侧车道, HV直行, ego在其右后方, 向左变道到HV所在车道."
2324,mp2,waymo_train,waymo_500-799,82490,2336;ego,4,31,2336;ego,MP,S-S,ego,HV_front,16,16,33,33,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2325,mp1,waymo_train,waymo_500-799,29584,625;ego,2,25,625;ego,MP,S-S,625,AV_back,20,20,40,40,"ego在HV右侧车道, HV直行, ego在其右后方, 向左变道到HV所在车道."
2326,mp2,waymo_train,waymo_500-799,29792,2531;ego,24,52,2531;ego,MP,S-S,ego,HV_front,38,24,75,61,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2327,cp1,waymo_train,waymo_500-799,30061,627;ego,17,31,ego;627,CP,S-L,627,no-need,no-need,no-need,no-need,no-need,None
2328,mp2,waymo_train,waymo_500-799,82616,2317;ego,26,60,2317;ego,MP,R-R,equal,HV_front,48,32,62,46,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2329,cp1,waymo_train,waymo_500-799,82634,1482;ego,0,6,1482;ego,CP,S-R,1482,no-need,no-need,no-need,no-need,no-need,None
2330,mp2,waymo_train,waymo_500-799,8280,12;ego,29,53,12;ego,MP,S-S,ego,HV_front,40,21,56,37,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2331,mp2,waymo_train,waymo_500-799,29839,23;ego,0,10,23;ego,MP,S-S,ego,HV_front,0,0,14,14,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2332,mp2,waymo_train,waymo_500-799,29908,2874;ego,36,63,2874;ego,MP,S-S,ego,HV_front,49,23,69,43,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2333,mp2,waymo_train,waymo_500-799,29984,1127;1128;ego,9,14,1127;ego,MP,S-S,1128,HV_front,3,3,17,17,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2334,mp2,waymo_train,waymo_500-799,29984,1127;ego,0,7,1127;ego,MP,S-S,ego,HV_front,3,3,17,17,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2335,cp1,waymo_train,waymo_500-799,30145,112;ego,22,30,112;ego,CP,L-S,ego,no-need,no-need,no-need,no-need,no-need,None
2336,mp2,waymo_train,waymo_500-799,83178,1272;ego,21,34,1272;ego,MP,S-S,ego,HV_front,16,5,34,23,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2337,mp2,waymo_train,waymo_500-799,83192,834;ego,0,7,834;ego,MP,S-S,ego,HV_front,0,0,14,14,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2338,mp2,waymo_train,waymo_500-799,30255,2352;ego,3,13,2352;ego,MP,S-S,ego,HV_front,16,16,32,32,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2339,mp2,waymo_train,waymo_500-799,83381,1358;ego,5,14,1358;ego,MP,S-S,ego,HV_front,2,2,20,20,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2340,mp2,waymo_train,waymo_500-799,83431,1726;ego,27,46,1726;ego,MP,S-S,equal,HV_front,40,23,48,31,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2341,mp1,waymo_train,waymo_500-799,30434,2;5;8;ego,38,50,2;ego,MP,S-S,equal,AV_back,39,11,55,27,"ego在HV右侧车道, HV直行, ego在其右后方, 向左变道到HV所在车道."
2342,mp2,waymo_train,waymo_500-799,83509,2074;ego,17,26,2074;ego,MP,S-S,ego,HV_front,7,0,40,33,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2343,cp1,waymo_train,waymo_500-799,83875,510;ego,34,38,510;ego,CP,L-S,ego,no-need,no-need,no-need,no-need,no-need,None
2344,mp2,waymo_train,waymo_500-799,30883,1082;ego,0,11,1082;ego,MP,S-S,ego,HV_front,0,0,13,13,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2345,mp2,waymo_train,waymo_500-799,31025,1;ego,37,53,1;ego,MP,S-S,ego,HV_front,37,10,58,31,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2346,mp2,waymo_train,waymo_500-799,30950,1248;1256;ego,12,17,1256;ego,MP,S-S,1256,HV_front,2,0,14,12,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2347,mp2,waymo_train,waymo_500-799,30950,1256;ego,0,11,1256;ego,MP,S-S,ego,HV_front,0,0,14,14,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2348,mp1,waymo_train,waymo_500-799,84202,1580;ego,18,44,1580;ego,MP,S-S,1580,AV_back,43,35,66,58,"ego在HV右侧车道, HV直行, ego在其右后方, 向左变道到HV所在车道."
2349,mp2,waymo_train,waymo_500-799,84259,2;8;ego,13,18,8;ego,MP,S-S,8,HV_front,12,9,30,27,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2350,mp2,waymo_train,waymo_500-799,31135,839;ego,21,36,839;ego,MP,S-S,equal,HV_front,19,8,29,18,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2351,mp1,waymo_train,waymo_500-799,31145,514;ego,30,43,514;ego,MP,S-S,514,AV_back,37,17,61,41,"ego在HV右侧车道, HV直行, ego在其右后方, 向左变道到HV所在车道."
2352,mp2,waymo_train,waymo_500-799,31151,292;ego,0,14,292;ego,MP,S-S,ego,HV_front,0,0,13,13,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2353,mp2,waymo_train,waymo_500-799,31321,1360;ego,28,55,1360;ego,MP,S-S,ego,HV_front,35,17,64,46,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2354,mp2,waymo_train,waymo_500-799,84520,324;ego,8,22,324;ego,MP,S-S,ego,HV_front,16,16,36,36,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2355,cp1,waymo_train,waymo_500-799,31363,41;ego,12,30,41;ego,CP,L-S,ego,no-need,no-need,no-need,no-need,no-need,None
2356,cp1,waymo_train,waymo_500-799,84705,1658;ego,26,32,1658;ego,CP,L-S,ego,no-need,no-need,no-need,no-need,no-need,None
2357,cp1,waymo_train,waymo_500-799,84792,1837;ego,27,39,1837;ego,CP,L-S,ego,no-need,no-need,no-need,no-need,no-need,None
2358,mp1,waymo_train,waymo_500-799,31385,1021;ego,3,14,1021;ego,MP,S-S,equal,AV_back,0,0,10,10,"ego在HV右侧车道, HV直行, ego在其右后方, 向左变道到HV所在车道."
2359,mp2,waymo_train,waymo_500-799,85103,3075;ego,20,39,3075;ego,MP,S-S,equal,HV_front,37,27,49,39,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2360,mp1,waymo_train,waymo_500-799,31948,344;ego,8,23,344;ego,MP,S-S,344,AV_back,20,20,47,47,"ego在HV左侧车道, HV直行, ego在其左后方, 向右变道到HV所在车道."
2361,mp2,waymo_train,waymo_500-799,85200,1274;ego,0,5,1274;ego,MP,S-S,equal,HV_front,0,0,9,9,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2362,mp2,waymo_train,waymo_500-799,32030,448;ego,0,7,448;ego,MP,S-S,ego,HV_front,0,0,14,14,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2363,mp2,waymo_train,waymo_500-799,85585,1766;ego,0,12,1766;ego,MP,S-S,ego,HV_front,0,0,20,20,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2364,mp2,waymo_train,waymo_500-799,32484,1197;ego,23,32,1197;ego,MP,S-S,ego,HV_front,20,7,41,28,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2365,mp2,waymo_train,waymo_500-799,85784,385;394;ego,11,20,394;ego,MP,S-S,equal,HV_front,15,14,44,43,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2366,mp2,waymo_train,waymo_500-799,85784,394;ego,21,30,394;ego,MP,S-S,equal,HV_front,15,4,44,33,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2367,cp1,waymo_train,waymo_500-799,85831,55;ego,0,8,55;ego,CP,L-S,ego,no-need,no-need,no-need,no-need,no-need,None
2368,mp2,waymo_train,waymo_500-799,32666,579;ego,18,27,579;ego,MP,S-S,ego,HV_front,10,2,35,27,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2369,mp1,waymo_train,waymo_500-799,32869,514;ego,40,53,514;ego,MP,S-S,equal,AV_back,47,17,71,41,"ego在HV右侧车道, HV直行, ego在其右后方, 向左变道到HV所在车道."
2370,mp2,waymo_train,waymo_500-799,32880,2259;ego,14,33,2259;ego,MP,S-S,ego,HV_front,17,13,46,42,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2371,mp2,waymo_train,waymo_500-799,86226,11;ego,36,45,11;ego,MP,S-S,ego,HV_front,26,0,51,25,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2372,mp2,waymo_train,waymo_500-799,32964,1454;ego,38,69,1454;ego,MP,S-S,ego,HV_front,57,29,73,45,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2373,mp2,waymo_train,waymo_500-799,32997,2430;ego,35,39,2430;ego,MP,S-S,ego,HV_front,25,0,48,23,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2374,mp2,waymo_train,waymo_500-799,32999,458;ego,40,48,458;ego,MP,S-S,equal,HV_front,42,12,62,32,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2375,mp2,waymo_train,waymo_500-799,8638,2980;ego,0,17,2980;ego,MP,S-S,ego,HV_front,0,0,19,19,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2376,mp2,waymo_train,waymo_500-799,86483,522;ego,40,74,522;ego,MP,S-S,ego,HV_front,61,31,78,48,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2377,mp2,waymo_train,waymo_500-799,86514,410;ego,23,41,410;ego,MP,S-S,ego,HV_front,31,18,47,34,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2378,mp2,waymo_train,waymo_500-799,86576,3228;ego,57,69,3228;ego,MP,S-S,ego,HV_front,57,10,71,24,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2379,mp2,waymo_train,waymo_500-799,86605,1015;ego,14,34,1015;ego,MP,S-S,ego,HV_front,13,9,33,29,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2380,mp2,waymo_train,waymo_500-799,33329,1687;ego,28,51,1687;ego,MP,S-S,ego,HV_front,36,18,55,37,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2381,mp1,waymo_train,waymo_500-799,33356,182;ego,8,36,182;ego,MP,S-S,182,AV_back,31,31,47,47,"ego在HV右侧车道, HV直行, ego在其右后方, 向左变道到HV所在车道."
2382,mp2,waymo_train,waymo_500-799,86810,2375;ego,47,60,2375;ego,MP,S-S,equal,HV_front,49,12,64,27,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2383,mp2,waymo_train,waymo_500-799,33542,1393;ego,1,7,1393;ego,MP,S-S,ego,HV_front,4,4,23,23,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2384,mp2,waymo_train,waymo_500-799,86894,164;ego,35,42,164;ego,MP,L-L,equal,HV_front,28,3,59,34,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2385,mp1,waymo_train,waymo_500-799,86902,312;ego,14,24,312;ego,MP,S-S,312,AV_back,22,18,44,40,"ego在HV左侧车道, HV直行, ego在其左后方, 向右变道到HV所在车道."
2386,mp2,waymo_train,waymo_500-799,86906,2084;ego,0,9,2084;ego,MP,S-S,ego,HV_front,0,0,18,18,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2387,mp1,waymo_train,waymo_500-799,87038,32;ego,0,24,32;ego,MP,S-S,32,AV_back,12,12,36,36,"ego在HV左侧车道, HV直行, ego在其左后方, 向右变道到HV所在车道."
2388,mp2,waymo_train,waymo_500-799,33659,1917;ego,35,55,1917;ego,MP,S-S,ego,HV_front,40,15,59,34,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2389,mp2,waymo_train,waymo_500-799,87095,597;ego,30,63,597;ego,MP,S-S,ego,HV_front,47,27,74,54,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2390,mp2,waymo_train,waymo_500-799,87336,526;ego,34,66,526;ego,MP,S-S,equal,HV_front,53,29,68,44,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2391,mp2,waymo_train,waymo_500-799,33943,1045;ego,28,61,1045;ego,MP,S-S,ego,HV_front,49,31,67,49,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2392,mp2,waymo_train,waymo_500-799,3396,675;ego,38,62,675;ego,MP,S-S,ego,HV_front,40,12,69,41,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2393,cp1,waymo_train,waymo_500-799,87410,68;ego,0,5,ego;68,CP,S-L,68,no-need,no-need,no-need,no-need,no-need,None
2394,mp1,waymo_train,waymo_500-799,34138,101;ego,35,50,101;ego,MP,S-S,equal,AV_back,37,12,72,47,"ego在HV右侧车道, HV直行, ego在其右后方, 向左变道到HV所在车道."
2395,mp2,waymo_train,waymo_500-799,34141,3864;ego,19,46,3864;ego,MP,S-S,ego,HV_front,34,25,52,43,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2396,mp2,waymo_train,waymo_500-799,87616,807;ego,40,45,807;ego,MP,R-S,ego,HV_front,49,19,51,21,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2397,mp2,waymo_train,waymo_500-799,342,1644;ego,23,49,1644;ego,MP,S-S,ego,HV_front,35,22,53,40,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2398,mp2,waymo_train,waymo_500-799,87693,1191;ego,67,71,1191;ego,MP,S-S,ego,HV_front,60,3,73,16,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2399,mp2,waymo_train,waymo_500-799,87720,24;ego,6,40,24;ego,MP,S-S,ego,HV_front,30,30,41,41,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2400,mp2,waymo_train,waymo_500-799,34148,1995;ego,21,46,1995;ego,MP,S-S,ego,HV_front,33,22,48,37,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2401,mp2,waymo_train,waymo_500-799,34380,4;ego,15,36,4;ego,MP,S-S,ego,HV_front,17,12,33,28,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2402,cp1,waymo_train,waymo_500-799,87917,1443;ego,20,27,1443;ego,CP,L-S,ego,no-need,no-need,no-need,no-need,no-need,None
2403,mp2,waymo_train,waymo_500-799,34457,1282;ego,21,30,1282;ego,MP,S-S,ego,HV_front,11,0,42,31,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2404,mp2,waymo_train,waymo_500-799,87946,1134;ego,0,17,1134;ego,MP,S-S,1134,HV_front,2,2,3,3,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2405,mp1,waymo_train,waymo_500-799,88020,464;ego,16,36,464;ego,MP,S-S,464,AV_back,43,37,60,54,"ego在HV左侧车道, HV直行, ego在其左后方, 向右变道到HV所在车道."
2406,mp2,waymo_train,waymo_500-799,87974,1452;ego,19,30,1452;ego,MP,S-S,ego,HV_front,17,8,34,25,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2407,mp2,waymo_train,waymo_500-799,88108,151;ego,28,59,151;ego,MP,S-S,ego,HV_front,30,12,31,13,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2408,mp2,waymo_train,waymo_500-799,88199,1851;ego,15,29,1851;ego,MP,S-S,ego,HV_front,10,5,30,25,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2409,mp2,waymo_train,waymo_500-799,88199,1849;1851;ego,3,14,1851;ego,MP,S-S,1851,HV_front,10,10,30,30,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2410,mp2,waymo_train,waymo_500-799,8835,1731;ego,22,29,1731;ego,MP,S-S,ego,HV_front,18,6,33,21,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2411,mp2,waymo_train,waymo_500-799,34885,851;ego,25,46,851;ego,MP,S-S,equal,HV_front,31,16,55,40,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2412,mp1,waymo_train,waymo_500-799,88527,1021;ego,23,34,1021;ego,MP,S-S,equal,AV_back,13,0,30,17,"ego在HV右侧车道, HV直行, ego在其右后方, 向左变道到HV所在车道."
2413,mp1,waymo_train,waymo_500-799,88571,1512;ego,7,29,1512;ego,MP,S-S,1512,AV_back,27,27,51,51,"ego在HV左侧车道, HV直行, ego在其左后方, 向右变道到HV所在车道."
2414,mp1,waymo_train,waymo_500-799,88571,1512;1542;ego,24,32,1542;ego,MP,R-S,1542,AV_back,27,13,51,37,"ego在HV左侧车道, HV直行, ego在其左后方, 向右变道到HV所在车道."
2415,mp2,waymo_train,waymo_500-799,88582,181;ego,9,19,181;ego,MP,S-S,ego,HV_front,1,1,22,22,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2416,mp2,waymo_train,waymo_500-799,35106,1860;ego,0,6,1860;ego,MP,S-S,ego,HV_front,0,0,14,14,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2417,mp2,waymo_train,waymo_500-799,35108,2829;ego,38,50,2829;ego,MP,S-S,ego,HV_front,39,11,53,25,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2418,mp2,waymo_train,waymo_500-799,35178,1071;ego,0,20,1071;ego,MP,S-S,ego,HV_front,4,4,23,23,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2419,mp2,waymo_train,waymo_500-799,88731,2568;ego,20,25,2568;ego,MP,S-S,ego,HV_front,10,0,46,36,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2420,mp2,waymo_train,waymo_500-799,35190,2678;ego,5,17,2678;ego,MP,S-S,ego,HV_front,0,0,8,8,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2421,mp1,waymo_train,waymo_500-799,88775,642;ego,26,41,642;ego,MP,S-S,642,AV_back,32,16,51,35,"ego在HV左侧车道, HV直行, ego在其左后方, 向右变道到HV所在车道."
2422,mp2,waymo_train,waymo_500-799,3535,299;ego,1,6,299;ego,MP,S-S,equal,HV_front,0,0,5,5,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2423,mp2,waymo_train,waymo_500-799,89060,232;ego,13,27,232;ego,MP,S-S,ego,HV_front,10,7,39,36,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2424,cp1,waymo_train,waymo_500-799,89077,1443;ego,10,17,1443;ego,CP,L-S,ego,no-need,no-need,no-need,no-need,no-need,None
2425,mp2,waymo_train,waymo_500-799,89088,230;233;ego,0,4,230;ego,MP,S-S,233,HV_front,0,0,10,10,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2426,mp2,waymo_train,waymo_500-799,89088,230;ego,1,8,230;ego,MP,S-S,ego,HV_front,0,0,10,10,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2427,mp2,waymo_train,waymo_500-799,89287,3484;ego,34,62,3484;ego,MP,S-S,ego,HV_front,46,22,65,41,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2428,mp2,waymo_train,waymo_500-799,35715,169;ego,32,54,169;ego,MP,S-S,ego,HV_front,37,15,60,38,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2429,mp2,waymo_train,waymo_500-799,35721,3737;ego,35,44,3737;ego,MP,S-S,ego,HV_front,31,6,50,25,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2430,mp2,waymo_train,waymo_500-799,35733,2475;ego,34,61,2475;ego,MP,S-S,ego,HV_front,46,22,62,38,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2431,mp2,waymo_train,waymo_500-799,89374,1498;ego,4,27,1498;ego,MP,S-S,equal,HV_front,19,19,36,36,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2432,mp2,waymo_train,waymo_500-799,35635,1851;ego,0,9,1851;ego,MP,S-S,ego,HV_front,0,0,10,10,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2433,mp2,waymo_train,waymo_500-799,35789,961;ego,8,29,961;ego,MP,S-S,ego,HV_front,0,0,31,31,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2434,mp2,waymo_train,waymo_500-799,3597,961;ego,38,59,961;ego,MP,S-S,ego,HV_front,28,0,61,33,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2435,mp2,waymo_train,waymo_500-799,36160,870;ego,61,65,870;ego,MP,S-S,ego,HV_front,53,2,67,16,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2436,cp1,waymo_train,waymo_500-799,3625,56;ego,13,21,ego;56,CP,S-L,56,no-need,no-need,no-need,no-need,no-need,None
2437,mp2,waymo_train,waymo_500-799,89932,1026;ego,30,53,1026;ego,MP,S-S,ego,HV_front,42,22,58,38,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2438,mp2,waymo_train,waymo_500-799,3630,2107;ego,36,58,2107;ego,MP,S-S,ego,HV_front,41,15,62,36,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
2439,mp2,waymo_train,waymo_500-799,90093,834;ego,27,57,834;ego,MP,S-S,ego,HV_front,45,28,64,47,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2440,mp2,waymo_train,waymo_500-799,36454,1615;ego,1,13,1615;ego,MP,S-S,ego,HV_front,0,0,29,29,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
2441,mp1,waymo_train,waymo_500-799,36788,1281;ego,40,46,1281;ego,MP,S-S,ego,AV_back,30,0,61,31,"ego在HV右侧车道, HV直行, ego在其右后方, 向左变道到HV所在车道."
