index,data_source,TTC,PET,a_p,a_l,jerk,yaw_rate,task_time,avg_delay,IO,impact,score
476,waymo_raw data,0.04966796,0.175169711,0.363636364,0.363636364,0.222222222,1,0.527854796,0.329846775,0.793235884,1,0.266666667
477,waymo_raw data,1,0.135335283,0.464285714,0.535714286,0.052631579,1,1,0.326686859,0.435622942,0.973722396,0.533333333
478,waymo_raw data,1,0.072222763,0.25,0.472222222,0.066666667,1,0.658001278,0.165147476,0.178621831,1,0.166666667
479,waymo_raw data,0.070164667,0.074422274,0.369565217,0.543478261,0.0625,1,0.77293756,0.241280872,0.690964318,1,0.4
480,waymo_raw data,0.15614968,1,0.333333333,0.4,0.051282051,0.977777778,1,0.19738295,0.140084614,1,0.433333333
481,waymo_raw data,0.053510211,0.808964698,0.317073171,0.390243902,0.095238095,0.951219512,0.378069746,0.571219689,0.007375605,1,0.633333333
482,waymo_raw data,0.052290206,0.050388112,0.58974359,0.564102564,0.063829787,1,0.634592889,0,0.264061925,1,0.366666667
483,waymo_raw data,1,0.057326058,0.434782609,0.369565217,0.027027027,1,0.439862013,0,0.633464733,0.829237665,0.233333333
484,waymo_raw data,1,1,0.461538462,0.487179487,0.026315789,1,0.236328381,0.708374845,0.007540127,0.872140384,0.666666667
485,waymo_raw data,1,1,0.615384615,0.435897436,0.027027027,0.974358974,1,0.455426862,0.020127036,1,0.8
486,waymo_raw data,1,0.938943474,0.777777778,0.444444444,0.045454545,1,0.406128979,0.433505242,0.191395739,0.814395449,0.533333333
487,waymo_raw data,0.041589919,0.12063329,0.442307692,0.519230769,0.027777778,1,0.276361291,0.106756559,0.049638035,1,0.366666667
488,waymo_raw data,1,0.567224562,0.673913043,0.434782609,0.088235294,0.891304348,0.380941458,0.969400027,0.339992719,0.98088388,0.733333333
489,waymo_raw data,0.057848757,0.223800556,0.307692308,0.41025641,0.068965517,0.897435897,1,0.429398054,0.999834893,1,0.4
490,waymo_raw data,0.148419738,0.054366887,0.785714286,0.767857143,0.081081081,1,0.569919667,0.30274386,0.224602991,0.92175593,0.266666667
491,waymo_raw data,0.031989939,0.325627887,0.625,0.025,0.047619048,0.875,0.470054567,0.154094008,0.631506411,1,0.6
492,waymo_raw data,1,0.557663246,0.5,0.575,0.268292683,0.975,1,0.334754412,0.008869514,0.986055024,0.533333333
493,waymo_raw data,1,0.302401402,0.345454545,0.218181818,0.09375,0.872727273,0.553411592,0.835896223,0.326612835,0.928456658,0.666666667
494,waymo_raw data,1,0.289384218,0.282051282,0.384615385,0.196078431,1,0.404155811,1,0.984417795,0.926614012,0.366666667
495,waymo_raw data,1,0.161378942,0.692307692,0.634615385,0.162162162,0.980769231,1,0.355832978,0.413283049,0.947519031,0.633333333
496,waymo_raw data,0.244824236,1,0.538461538,0.538461538,0.025641026,0.974358974,1,0.200875165,0.574731061,1,0.7
497,waymo_raw data,1,0.195538107,0.743589744,0.512820513,0.142857143,0.769230769,0.275704363,0.574108408,0.022466289,1,0.433333333
498,waymo_raw data,0.046735552,0.646617726,0.275862069,0.344827586,0.068181818,0.965517241,1,0.257624944,0.498153932,0.974006679,0.466666667
499,waymo_raw data,1,1,0.45,0.35,0.078947368,0.975,1,0.034844834,0.049357452,0.883184833,0.733333333
500,waymo_raw data,1,1,0.475,0.3,0.046511628,1,0.398642024,0.180217068,0.523462428,1,0.7
501,waymo_raw data,1,0.180685017,0.380952381,0.333333333,0,0.904761905,0.275870095,0.253172771,0.016672783,1,0.6
502,waymo_raw data,1,0.050894521,0.409090909,0.522727273,0.275,0.954545455,1,0.316598571,0.259808447,0.990697103,0.433333333
503,waymo_raw data,0.311200533,0.239788019,0.575,0.275,0.395833333,1,0.872139828,0,0.76196754,1,0.566666667
504,waymo_raw data,0.003027555,1,0.56,0.62,0.111111111,0.92,1,0.210917387,0.962178404,1,0.016666667
505,waymo_raw data,1,0.228321627,0.468085106,0.510638298,0.1,0.85106383,0.229724406,0.523928189,0.250304713,0.950023463,0.533333333
506,waymo_raw data,0.076360624,0.0501368,0.69047619,0.642857143,0,1,0.627920839,0.141668028,0.107115052,1,0.3
507,waymo_raw data,1,0.323679969,0.333333333,0.121212121,0.074074074,0.727272727,0.341073067,1,0.187609819,0.825942418,0.466666667
508,waymo_raw data,1,0.126059659,0.405405405,0.324324324,0.025641026,1,1,0.414818587,0.199040238,0.99908497,0.633333333
509,waymo_raw data,1,0.364948146,0.7,0.7,0.074074074,1,0.630971966,0.701897713,0.993564153,0.980211739,0.7
510,waymo_raw data,1,0.731981528,0.535714286,0.339285714,0,0.839285714,0.679207547,0.904542211,0.293618794,0.947000286,0.6
511,waymo_raw data,1,0.173600256,0.52173913,0.52173913,0.054054054,0.97826087,1,0.427338284,0.297385827,0.969471849,0.6
512,waymo_raw data,1,0.745276491,0.461538462,0.564102564,0.106382979,0.923076923,0.345240842,0.616389749,0.129513394,0.995390881,0.633333333
513,waymo_raw data,1,0.054095731,0.489795918,0.285714286,0.066666667,0.612244898,0.427588171,0.127863866,0.054627059,1,0.133333333
514,waymo_raw data,1,0.281675382,0.5,0.285714286,0.093023256,0.69047619,0.378088533,0.409136054,0.013862308,0.958608555,0.433333333
515,waymo_raw data,0.080802626,0.411477886,0.710526316,0.289473684,0.263157895,0.973684211,0.140036595,0.004519547,0.997933908,1,0.433333333
516,waymo_raw data,1,1,0.45,0.35,0.066666667,0.975,1,0.032388352,0.049357452,0.883184833,0.666666667
517,waymo_raw data,0.070164667,0.074422274,0.369565217,0.543478261,0.026315789,1,0.77293756,0.241280872,0.690964318,1,0.3
518,waymo_raw data,1,0.282239296,0.641025641,0.307692308,0.285714286,0.743589744,0.319267645,0.745942912,0.011451368,0.994471976,0.666666667
519,waymo_raw data,0.080802626,0.452938013,0.704545455,0.227272727,0.042553191,0.931818182,0.144266193,0.001574474,0.254974845,1,0.533333333
520,waymo_raw data,1,0.054095731,0.489795918,0.285714286,0.11627907,0.612244898,0.427588171,0.161023344,0.054627059,1,0.133333333
521,waymo_raw data,1,0.194562856,0.666666667,0.314814815,0,0.685185185,0.297563736,0.378758843,0.028411409,0.853426514,0.5
522,waymo_raw data,1,1,0.555555556,0.266666667,0.044444444,0.933333333,0.53318877,1,0.008415887,0.942793286,0.633333333
523,waymo_raw data,0.032535362,0.186187695,0.70212766,0.063829787,0.06122449,0.829787234,0.445707973,0.139523428,0.626779457,1,0.4
524,waymo_raw data,0.010120143,0.049986615,0.411764706,0.37254902,0.236842105,0.980392157,0.636659119,0,0.605885107,1,0.366666667
525,waymo_raw data,1,0.202503117,0.685714286,0.314285714,0.473684211,1,0.896257414,0.077301803,0.499571905,0.965387935,0.633333333
526,waymo_raw data,0.003027555,0.053237087,0.619047619,0.571428571,0.032258065,0.80952381,1,0.753112554,0.996038853,1,0.266666667
527,waymo_raw data,1,1,0.75,0.527777778,0.024390244,1,0.630311695,0.774360957,0.999977997,1,0.766666667
528,waymo_raw data,1,0.246843684,0.448979592,0.326530612,0.081081081,0.979591837,0.150095882,0.483485285,0.9986273,0.97080612,0.366666667
529,waymo_raw data,1,0.076306283,0.738095238,0.285714286,0.034482759,0.547619048,0.173154046,0.355503531,0.242409675,1,0.4
530,waymo_raw data,0.139627855,0.216103029,0.53125,0.65625,0.052631579,1,0.774264298,0.140050142,0.77858808,0.970786205,0.766666667
531,waymo_raw data,0.009034409,0.06521929,0.076923077,0.102564103,0.085106383,0.435897436,0.228005144,0.202283001,0.314946132,1,0.266666667
532,waymo_raw data,0.05679873,0.051974607,0.4375,0.5625,0,1,0.465133547,0.287083467,0.448954722,0.839730027,0.633333333
533,waymo_raw data,0.079276786,1,0.58974359,0.564102564,0.1,0.974358974,1,0.43856993,0.649795948,1,0.366666667
534,waymo_raw data,1,0.224024468,0.288888889,0.266666667,0.275,0.644444444,0.41354935,0.709851347,0.007030771,0.64039648,0.566666667
535,waymo_raw data,1,1,0.642857143,0.452380952,0.05,0.976190476,1,0.211427515,0.367243541,0.857154327,0.533333333
536,waymo_raw data,1,0.233633881,0.642857143,0.452380952,0.024390244,0.952380952,0.275076497,0.376734197,0.437266403,1,0.433333333
537,waymo_raw data,0.263429608,0.082413996,0.465116279,0.348837209,0.214285714,0.930232558,0.675641888,0.233766292,0.242421977,0.833171599,0.233333333
538,waymo_raw data,1,0.050894521,0.409090909,0.522727273,0.078947368,0.954545455,1,0.316598571,0.259808447,0.996829853,0.4
539,waymo_raw data,0.110763683,1,0.692307692,0.435897436,0.026315789,1,0.361982812,0.629734905,0.285292204,1,0.666666667
540,waymo_raw data,0.067468363,0.16880687,0.341463415,0.43902439,0.076923077,1,0.215381392,0.536740926,0.885528987,0.960278087,0.533333333
541,waymo_raw data,0.088648713,0.183415722,0.43902439,0.536585366,0.086956522,1,0.448757877,0.435025236,0.570249947,0.976996188,0.566666667
542,waymo_raw data,1,1,0.166666667,0.233333333,0.026315789,1,0.691785437,0.333919535,0.267865938,0.974167472,0.566666667
543,waymo_raw data,1,0.167629348,0.5,0.411764706,0.023809524,0.941176471,1,0.394129767,0.201064194,0.997358372,0.533333333
544,waymo_raw data,1,0.326279795,0.4,0.022222222,0,1,0.39451715,0.52125829,0.009824811,0.917351049,0.533333333
545,waymo_raw data,1,0.300893168,0.45,0.375,0.0625,0.85,0.168597075,0.839136993,0.999902547,0.991631991,0.566666667
546,waymo_raw data,1,0.304830315,0.463414634,0.463414634,0.275,1,1,0.151552222,0.013420707,0.996193499,0.566666667
547,waymo_raw data,1,1,0.619047619,0.428571429,0.068965517,0.976190476,1,0.134210729,0.367243541,0.99507008,0.6
548,waymo_raw data,1,0.235981941,0.5,0.166666667,0.12,0.5,0.404251215,0.723171709,1,1,0.533333333
549,waymo_raw data,0.024771281,0.063102178,0.480769231,0.711538462,0.526315789,1,0.375159201,0.958650426,0.816501112,1,0.266666667
550,waymo_raw data,0,0.041527798,0,0.038903604,0,0,0,0,0.017970863,0,0.066666667
551,waymo_raw data,1,0.331210882,0.510638298,0.510638298,0.074074074,1,0.857632645,0,0.479387018,0.997190863,0.733333333
552,waymo_raw data,0.115945684,0.180865793,0.468085106,0.638297872,0.048780488,1,0.457474656,0,0.20224784,1,0.6
553,waymo_raw data,0.078446245,0.257174612,0.574468085,0.340425532,0.06122449,0.829787234,0.238505987,0.479828167,0.905286669,1,0.5
554,waymo_raw data,1,0.755028335,0.515151515,0.151515152,0.1875,0.939393939,0.212351421,0.528816736,0.006752479,1,0.433333333
555,waymo_raw data,1,0.056247145,0.454545455,0.295454545,0.025641026,1,0.828950269,0.259080821,0.639894997,0.943297692,0.5
556,waymo_raw data,0.101816169,0.677056874,0.470588235,0.264705882,0.230769231,1,0.520475995,0.203359742,0.434861676,1,0.5
557,waymo_raw data,1,0.05726876,0.644444444,0.244444444,0.025,0.555555556,0.176840367,0.400193885,0.067380274,1,0.2
558,waymo_raw data,1,1,0.619047619,0.547619048,0.076923077,1,0.697467185,0.122573397,0.091180798,0.982192188,0.7
559,waymo_raw data,1,0.263685018,0.43902439,0.243902439,0.1,0.707317073,0.343759931,0.82492488,0.014280283,0.984182205,0.6
560,waymo_raw data,1,1,0.447368421,0.315789474,0.078947368,1,0.898810444,0.168033271,0.071582847,0.987722209,0.75
561,waymo_raw data,1,0.938943474,0.777777778,0.444444444,0.054054054,1,0.406128979,0.664402415,0.191395739,0.814395449,0.633333333
562,waymo_raw data,0.055114559,0.263685018,0.256410256,0.153846154,0.108695652,1,0.425223843,0.395650144,0.495220388,1,0.433333333
563,waymo_raw data,1,0.451581235,0.487179487,0.487179487,0.1,0.820512821,0.440782632,1,0.007142603,0.960150126,0.633333333
564,waymo_raw data,0.083172774,1,0.461538462,0.358974359,0.15625,0.974358974,1,0.288632443,0.401953027,1,0.633333333
565,waymo_raw data,0.021932606,0.061852671,0.576923077,0.403846154,0.085106383,1,0.222118415,0.317382394,0.072810111,0.984431032,0.233333333
566,waymo_raw data,0.493092739,0.073755479,0.523809524,0.349206349,0.037037037,0.634920635,1,0.110579276,0.575809778,1,0.333333333
567,waymo_raw data,1,0.073755479,0.466666667,0.4,0.057142857,0.566666667,1,0.089558771,0.575809778,1,0.266666667
568,waymo_raw data,0.04966796,0.175169711,0.363636364,0.363636364,0,1,0.527854796,0.329846775,0.793235884,1,0.233333333
569,waymo_raw data,1,0.056247145,0.42,0.28,0.263157895,1,0.827256658,0.276279304,0.606287653,0.907429662,0.666666667
570,waymo_raw data,0.046735552,0.646617726,0.275862069,0.344827586,0.027027027,0.965517241,1,0.257624944,0.498153932,0.974006679,0.433333333
571,waymo_raw data,0.061530217,0.167461802,0.307692308,0.487179487,0.5,1,0.511047091,0.306217007,0.069553816,1,0.4
572,waymo_raw data,0.003027555,1,0.633333333,0.666666667,0.060606061,0.933333333,1,0.187162709,0.962178404,1,0.3
573,waymo_raw data,0.073273924,1,0.352941176,0.470588235,0.108108108,1,0.490808472,0.300364405,0.517517421,1,0.4
574,waymo_raw data,0.067545401,1,0.307692308,0.256410256,0.170731707,1,0.748377182,1,0.89615759,1,0.3
575,waymo_raw data,1,1,0.424242424,0.454545455,0.12962963,1,0.900846135,1,0.521376218,1,0.433333333
576,waymo_raw data,0.022316509,1,0.38,0.36,0.023255814,1,0.81582105,0.567152941,0.397558437,1,0.466666667
577,waymo_raw data,0.07475221,1,0.636363636,0.454545455,0.268292683,1,0.609632786,0.685934891,0.188838811,1,0.466666667
578,waymo_raw data,0.165344641,1,0.542857143,0.342857143,0.069767442,1,0.51796219,0.709053616,0.101364611,1,0.533333333
579,waymo_raw data,1,1,0.413043478,0.413043478,0.041666667,1,0.828344673,0.909317507,0.506764907,1,0.5
580,waymo_raw data,0.018143799,1,0.215686275,0.37254902,0.02173913,1,0.619244527,0.740507571,0.523062743,1,0.016666667
581,waymo_raw data,0.247486648,1,0.479166667,0.458333333,0.128205128,1,0.476953863,0.662571547,0.443800381,1,0.4
582,waymo_raw data,0.120175132,1,0.292682927,0.317073171,0.021276596,1,0.640500304,0.576353365,0.578823966,1,0.366666667
583,waymo_raw data,0.076347671,1,0.666666667,0.512820513,0.047619048,1,0.665170667,0.696552095,0.416170832,1,0.533333333
584,waymo_raw data,0.01674247,1,0.422222222,0.222222222,0,1,0.754364971,0.811695064,0.619977462,1,0.233333333
585,waymo_raw data,1,1,0.8,0.371428571,0.021276596,1,0.808481159,1,0.015866219,1,0.5
586,waymo_raw data,0.214936728,1,0.48,0.26,0.017857143,1,0.705452418,0.915252352,0.350177358,1,0.533333333
587,waymo_raw data,1,1,0.372093023,0.23255814,0,1,0.843186456,0.915452687,0.943771921,1,0.6
588,waymo_raw data,0.070909324,1,0.21875,0.5625,0.104166667,1,0.558910921,0.610901592,0.512973767,1,0.533333333
589,waymo_raw data,0.098603246,1,0.476190476,0.571428571,0.025641026,1,0.844172642,1,0.492879071,1,0.566666667
590,waymo_raw data,1,1,0.452380952,0.19047619,0,1,0.670718476,0.608213171,0.017647859,1,0.366666667
591,waymo_raw data,1,1,0.25,0.2,0.032258065,1,0.871226477,0.878585879,0.125851824,1,0.566666667
592,waymo_raw data,0.074745245,1,0.455555556,0.477777778,0.040816327,1,0.71138315,0.758456908,0.8414553,1,0.6
593,waymo_raw data,1,1,0.5,0.239130435,0.065217391,1,0.628317237,0.527294218,0.286504797,1,0.5
594,waymo_raw data,0.104553853,1,0.342857143,0.457142857,0.083333333,1,0.684205227,0.867994809,0.614874328,1,0.666666667
595,waymo_raw data,0.492991291,1,0.170731707,0.487804878,0.05,1,0.554962328,0.601072173,0.426073289,1,0.366666667
596,waymo_raw data,1,1,0.558823529,0.676470588,0.169811321,1,0.787300766,0.877038491,0.604253989,1,0.6
597,waymo_raw data,0.335859602,1,0.290909091,0.345454545,0.02,0.981818182,1,0.561674517,0.935381419,1,0.4
598,waymo_raw data,0.103935676,1,0.321428571,0.321428571,0.025,1,0.662912207,0.796732242,0.433472625,1,0.5
599,waymo_raw data,0.154852922,1,0.666666667,0.428571429,0.05,1,0.471039755,0.707578898,0.596692351,1,0.333333333
600,waymo_raw data,0.185549077,1,0.547619048,0.452380952,0.159090909,1,0.46597181,0.498250675,0.347437086,1,0.533333333
601,waymo_raw data,1,1,0.514285714,0.457142857,0.075,1,0.651127267,0.789597521,0.106235872,1,0.5
602,waymo_raw data,1,1,0.52173913,0.347826087,0.055555556,1,0.75617677,0.867362965,0.605539877,1,0.5
603,waymo_raw data,0.069737951,1,0.464285714,0.339285714,0.0625,1,0.585328304,0.690746369,0.132514055,1,0.4
604,waymo_raw data,1,1,0.545454545,0.272727273,0.060606061,1,0.697301673,0.774744257,0.576169373,1,0.4
605,waymo_raw data,1,1,0.472222222,0.416666667,0.074074074,1,0.641290025,0.7011559,0.390543928,1,0.566666667
606,waymo_raw data,1,1,0.6,0.233333333,0.03030303,1,0.891258879,0.985457404,0.106387703,1,0.566666667
607,waymo_raw data,0.185549077,1,0.547619048,0.452380952,0.06,1,0.46597181,0.498250675,0.347437086,1,0.433333333
608,waymo_raw data,0.177916434,1,0.442307692,0.423076923,0.026315789,1,0.573188604,0.787613522,0.415289552,1,0.466666667
609,waymo_raw data,1,1,0.58974359,0.692307692,0,1,0.56856813,0.77588075,0.537754891,1,0.466666667
610,waymo_raw data,0.234250114,1,0.586206897,0.379310345,0.041666667,1,0.818724097,0.987254102,0.403760047,1,0.566666667
611,waymo_raw data,0.030395315,1,0.179487179,0.512820513,0.026315789,1,0.449915007,0.484120555,0.521297689,1,0.433333333
612,waymo_raw data,0.020271444,1,0.6,0.371428571,0.047619048,1,0.701279397,0.196344575,0.10722556,1,0.3
613,waymo_raw data,1,1,0.22,0.58,0,1,0.835115665,0.928254146,0.523655098,1,0.6
614,waymo_raw data,0.189780667,1,0.585365854,0.317073171,0.054054054,1,0.384248147,0.630684004,0.993241982,1,0.4
615,waymo_raw data,0.14159719,1,0.511111111,0.377777778,0.025641026,1,0.194398942,0.334467964,0.830087508,1,0.566666667
616,waymo_raw data,0.190813035,1,0.451612903,0.35483871,0,1,0.751632206,0.818081658,0.014516073,1,0.433333333
617,waymo_raw data,1,1,0.64516129,0.35483871,0.090909091,1,0.888474105,1,0.84961417,1,0.566666667
618,waymo_raw data,0.152797706,1,0.538461538,0.641025641,0.131578947,1,0.654814379,0.680589217,0.188267816,1,0.4
619,waymo_raw data,0.19874725,1,0.425,0.525,0.204545455,0.975,1,0.824325685,0.378376264,1,0.533333333
620,waymo_raw data,0.038228839,1,0.157894737,0.368421053,0.066666667,1,0.584632055,0.630383209,0.116993011,1,0.433333333
621,waymo_raw data,0.04360517,1,0.25,0.125,0.033333333,1,0.731809678,0.807242505,0.811385479,1,0.4
622,waymo_raw data,0.492052672,1,0.484848485,0.454545455,0.046511628,1,0.441527823,0.47854915,0.945959382,1,0.533333333
623,waymo_raw data,0.565380462,1,0.488372093,0.348837209,0.071428571,1,0.235623716,0.535163383,0.579487585,1,0.533333333
624,waymo_raw data,0.043728938,1,0.333333333,0.416666667,0.115384615,1,0.708612147,0.818103188,0.116763987,1,0.333333333
625,waymo_raw data,0.062900047,1,0.35,0.35,0.02173913,1,0.494770442,0.990737925,0.63563494,1,0.4
626,waymo_raw data,0.247486648,1,0.479166667,0.479166667,0.039215686,1,0.476953863,0.662571547,0.443800381,1,0.3
627,waymo_raw data,0.120175132,1,0.26,0.28,0.058823529,1,0.634602754,0.657197253,0.505072822,1,0.333333333
628,waymo_raw data,0.022316509,1,0.455882353,0.397058824,0,1,0.694124642,0.725584783,0.40155533,1,0.3
629,waymo_raw data,0.335859602,1,0.1875,0.25,0.02173913,0.979166667,1,0.705936669,0.880037719,1,0.4
630,waymo_raw data,0.046568258,1,0.224489796,0.306122449,0.090909091,1,0.779725211,0.676211648,0.49498359,1,0.3
631,waymo_raw data,1,1,0.468085106,0.425531915,0.022222222,1,0.665702096,0.457421588,0.877034931,1,0.6
632,waymo_raw data,1,1,0.194444444,0.277777778,0,1,0.537201866,0.685903049,0.999976627,1,0.4
633,waymo_raw data,0.082315886,1,0.290322581,0.322580645,0.038461538,1,0.672421444,0.742725708,0.56916489,1,0.333333333
634,waymo_raw data,0.142489203,1,0.654545455,0.254545455,0.020833333,1,0.640860664,0.867092534,0.963099373,1,0.433333333
635,waymo_raw data,0.565380462,1,0.488372093,0.372093023,0.032258065,1,0.235623716,0.535163383,0.579487585,1,0.466666667
636,waymo_raw data,1,1,0.411764706,0.558823529,0,1,0.419292708,0.533964597,0.097723273,1,0.6
637,waymo_raw data,0.154852922,1,0.666666667,0.428571429,0.046511628,1,0.471039755,0.707578898,0.596692351,1,0.366666667
638,waymo_raw data,1,1,0.341463415,0.487804878,0.183673469,1,0.721624969,0.804449013,0.192509468,1,0.366666667
639,waymo_raw data,0.070909324,1,0.392156863,0.568627451,0.0625,1,1,0.525026414,0.418206945,1,0.4
640,waymo_raw data,0.114442138,1,0.450980392,0.31372549,0.047619048,1,0.761794948,0.804986875,0.219581664,1,0.366666667
641,waymo_raw data,1,1,0.205128205,0.205128205,0.052631579,1,0.831997517,0.547278516,0.636347122,1,0.6
642,waymo_raw data,0.08400015,1,0.52,0.56,0.027027027,1,0.711435968,1,0.6577097,1,0.566666667
643,waymo_raw data,0.645434459,1,0.375,0.425,0,1,0.404950145,0.927140939,1,1,0.633333333
644,waymo_raw data,0.040416923,1,0.346938776,0.346938776,0.026315789,1,0.741785566,1,0.497080755,1,0.4
645,waymo_raw data,0.072429455,1,0.75,0.625,0.131578947,1,0.424089545,0.050064854,0.088173854,1,0.6
646,waymo_raw data,0.19874725,1,0.425,0.525,0.042553191,0.975,1,0.824325685,0.378376264,1,0.466666667
647,waymo_raw data,0.177916434,1,0.442307692,0.423076923,0,1,0.573188604,0.822557859,0.415289552,1,0.4
648,waymo_raw data,1,1,0.5,0.083333333,0,1,0.519586062,0.415586588,0.286504797,1,0.566666667
649,waymo_raw data,0.069411152,1,0.243902439,0.317073171,0.05,1,0.674703657,0.722437588,0.122258601,1,0.366666667
650,waymo_raw data,0.082315886,1,0.392156863,0.254901961,0.236842105,1,0.690544932,0.742315252,0.458127444,1,0.366666667
651,waymo_raw data,0.206348214,1,0.525,0.675,0.040816327,0.975,1,0.467776149,0.445420225,1,0.4
652,waymo_raw data,1,1,0.666666667,0.196078431,0.016666667,1,0.907850152,0.945819468,0.196484127,1,0.566666667
653,waymo_raw data,0.015083764,1,0.301587302,0.142857143,0.021276596,0.365079365,0.30129529,0.33727598,0.991553795,1,0.433333333
654,waymo_raw data,1,1,0.926829268,0.658536585,0.075,1,0.589380114,0.175234146,0.443446022,1,0.633333333
655,waymo_raw data,0.009568304,1,0.162790698,0.255813953,0.1,1,0.164691494,0.344730717,0.038840721,1,0.133333333
656,waymo_raw data,0.063561727,1,0.422222222,0.266666667,0,0.911111111,0.610877862,0.801532461,0.949627815,1,0.3
657,waymo_raw data,1,1,0.58974359,0.282051282,0.02,1,0.819056149,0.890335153,0.508510036,1,0.2
658,waymo_raw data,1,1,0.641509434,0.283018868,0,1,0.829390783,0.882951457,0.207795666,1,0.733333333
659,waymo_raw data,0.103935676,1,0.321428571,0.321428571,0,1,0.662912207,0.796732242,0.433472625,1,0.366666667
660,waymo_raw data,0.154852922,1,0.666666667,0.428571429,0.064516129,1,0.471039755,0.707578898,0.627383841,1,0.333333333
661,waymo_raw data,0.073071812,1,0.666666667,0.466666667,0.037735849,1,0.866986103,0.956133441,0.10047241,1,0.4
662,waymo_raw data,0.016811471,1,0.230769231,0.230769231,0.191489362,1,0.76273586,0.695323495,0.985646734,1,0.366666667
663,waymo_raw data,1,1,0.543478261,0.652173913,0.043478261,1,0.654462739,0.860821217,0.986319021,1,0.633333333
664,waymo_raw data,0.068353926,1,0.3125,0.395833333,0,1,0.835399847,0.999944292,0.231968905,1,0.466666667
665,waymo_raw data,0.779268715,1,0.5,0.425,0.027027027,1,0.539665935,0.588002299,0.323235375,1,0.566666667
666,waymo_raw data,0.315092136,1,0.275,0.325,0.027027027,1,0.747962764,0.905879187,0.286504797,1,0.366666667
667,waymo_raw data,1,1,0.265306122,0.428571429,0.155555556,1,0.316760111,0.134223548,0.251448511,1,0.5
668,waymo_raw data,0.89603917,1,0.638297872,0.446808511,0,1,0.696769758,0.853257847,0.504117705,1,0.4
669,waymo_raw data,1,1,0.565217391,0.456521739,0.081081081,1,0.656536988,0.781426902,0.968477322,1,0.6
670,waymo_raw data,1,1,0.442307692,0.365384615,0.020833333,1,0.673547478,0.470062647,0.967262289,1,0.566666667
671,waymo_raw data,0.183886811,1,0.31372549,0.352941176,0.027027027,1,0.648309183,0.735532733,0.555089583,1,0.433333333
672,waymo_raw data,0.349864978,1,0.575,0.325,0.095238095,1,0.68004976,0.852893193,0.470962014,1,0.633333333
673,waymo_raw data,0.820393754,1,0.704545455,0.409090909,0.083333333,1,0.45743114,0.607679679,0.489512946,1,0.533333333
674,waymo_raw data,0.030395315,1,0.179487179,0.512820513,0,1,0.449915007,0.484120555,0.521297689,1,0.433333333
675,waymo_raw data,1,1,0.305555556,0.083333333,0.076923077,1,0.58586954,0.634412589,0.469566678,1,0.4
676,waymo_raw data,1,1,0.581818182,0.6,0,1,0.512751869,0.625250763,0.151114599,1,0.733333333
677,waymo_raw data,0.068534819,1,0.268292683,0.536585366,0,1,0.284551888,0.456241733,0.396296841,1,0.633333333
678,waymo_raw data,1,1,0.65,0.625,0.024390244,1,0.367356995,0.548516719,0.286504797,1,0.6
679,waymo_raw data,0.009568304,1,0.162790698,0.255813953,0.023255814,1,0.164691494,0.344730717,0.038840721,1,0.05
680,waymo_raw data,1,1,0.533333333,0.111111111,0,1,0.783449254,0.984436682,0.953304862,1,0.3
681,waymo_raw data,0.275318285,1,0.604651163,0.558139535,0.105263158,1,0.303701596,0.630179364,0.286504797,1,0.566666667
682,waymo_raw data,1,1,0.5,0.4,0.2,1,0.628777427,0.620512834,0.944160905,1,0.666666667
683,waymo_raw data,0.142489203,1,0.671875,0.34375,0,1,0.635892009,0.856333823,0.35105691,1,0.533333333
684,waymo_raw data,0.034346074,1,0.102040816,0.183673469,0.236842105,1,0.736065138,0.934738937,0.286504797,1,0.3
685,waymo_raw data,1,1,0.575757576,0.242424242,0.055555556,0.818181818,1,0.916722189,0.286504797,1,0.166666667
686,waymo_raw data,1,1,0.615384615,0.41025641,0.027027027,1,0.779795133,0.826891261,0.484426365,1,0.5
687,waymo_raw data,1,1,0.205128205,0.205128205,0.020833333,1,0.831997517,0.547278516,0.636347122,1,0.6
688,waymo_raw data,0.0320719,1,0.24,0.28,0.048780488,1,0.681642168,0.95042076,0.481697943,1,0.333333333
689,waymo_raw data,0.092105572,1,0.274509804,0.294117647,0,1,0.73235169,1,0.214804232,1,0.5
690,waymo_raw data,0.142489203,1,0.654545455,0.254545455,0.047619048,1,0.640860664,0.867092534,0.963099373,1,0.433333333
691,waymo_raw data,1,1,0.6875,0.625,0,1,0.453540907,0.731615198,0.924201603,1,0.533333333
692,waymo_raw data,0.038228839,1,0.259259259,0.333333333,0,1,0.641982549,0.694884313,0.220928934,1,0.366666667
693,waymo_raw data,0.009568304,1,0.162790698,0.23255814,0.146341463,1,0.164691494,0.344730717,0.038840721,1,0.233333333
694,waymo_raw data,1,1,0.454545455,0.272727273,0.170731707,1,0.752146405,0.835469719,0.372664879,1,0.633333333
695,waymo_raw data,0.025379209,1,0.274193548,0.532258065,0.06,1,0.157386975,0.882331019,0.145276768,1,0.366666667
696,waymo_raw data,1,1,0.461538462,0.25,0,0.980769231,1,0.548067439,0.593544057,1,0.366666667
697,waymo_raw data,1,1,0.611111111,0.537037037,0.040816327,1,0.820442171,0.940145873,0.139653641,1,0.533333333
698,waymo_raw data,0.054819432,1,0.452380952,0.523809524,0.161290323,1,0.501659987,0.844336628,0.743830875,1,0.733333333
